farm,method,season,year,month,day,week,location,basin,net_nights,char,trout,filter
31,net,summer,2003,8,12,NA,Útflói,1,10,NA,12,NA
27,net,summer,2003,8,12,NA,Hrauntangagrunn,2,4,1,1,NA
31,net,summer,2003,8,17,NA,Útflói,1,12,NA,22,NA
35,net,summer,2003,8,17,NA,Neslandavík,2,9,2,1,NA
31,net,summer,2003,8,18,NA,Útflói,1,12,1,24,NA
35,net,summer,2003,8,18,NA,Neslandavík,2,9,2,8,NA
31,net,summer,2003,8,19,NA,Útflói,1,12,NA,12,NA
31,net,summer,2003,8,20,NA,Útflói,1,12,1,7,NA
31,net,summer,2003,8,23,NA,Útflói,1,12,1,7,NA
31,net,summer,2003,8,25,NA,Útflói,1,12,4,26,NA
31,net,summer,2003,8,26,NA,Útflói,1,12,10,12,NA
29,net,summer,2003,9,6,NA,Álar,2,18,3,17,NA
29,net,summer,2003,9,7,NA,Álar,2,18,12,16,NA
29,net,summer,2003,9,8,NA,Álar,2,18,6,13,NA
29,net,summer,2003,9,16,NA,Álar,2,18,6,42,NA
31,net,summer,2003,9,16,NA,Framflói,2,12,8,NA,NA
35,net,summer,2003,9,16,NA,Vörðuholt í Nesl.v,2,9,2,17,NA
31,net,summer,2003,9,17,NA,Útflói,1,10,NA,15,NA
29,net,summer,2003,9,17,NA,Álar,2,18,12,27,NA
27,net,summer,2003,9,20,NA,Djúpivogur,2,1,NA,5,NA
29,net,summer,2003,9,25,NA,Álar,2,18,6,38,NA
35,net,summer,2003,9,26,NA,"Landhólmi, Strók",NA,9,2,5,NA
12,net,summer,2003,9,26,NA,15.P.15.0.15.N.16.,2,24,35,14,NA
29,net,summer,2003,9,26,NA,Álar,2,18,11,22,NA
29,net,winter,2004,2,1,5,Bjargarslóð,2,4,6,NA,NA
27,net,winter,2004,2,2,5,Ytriflói,1,4,12,NA,NA
31,net,winter,2004,2,2,5,Svínavogur,1,4,NA,12,NA
27,net,winter,2004,2,3,5,Ytriflói,1,4,7,NA,NA
31,net,winter,2004,2,3,5,Svínavogur,1,4,NA,6,NA
27,net,winter,2004,2,4,5,Ytriflói,1,4,2,NA,NA
27,net,winter,2004,2,5,6,Ytriflói,1,4,3,NA,NA
29,net,winter,2004,2,5,6,Bjargarslóð,2,4,20,NA,NA
15,net,winter,2004,2,6,6,Hrauneyjar,1,5,18,10,NA
15,net,winter,2004,2,7,6,Lérós,1,5,NA,NA,NA
29,net,winter,2004,2,7,6,Bjargarslóð,2,4,7,NA,NA
15,net,winter,2004,2,8,6,Útflói,1,5,23,12,NA
27,net,winter,2004,2,8,6,Ytriflói,1,12,1,NA,NA
15,net,winter,2004,2,9,6,Útflói,1,5,14,4,NA
15,net,winter,2004,2,10,6,Útflói,1,5,NA,NA,NA
27,net,winter,2004,2,10,6,Ytriflói,1,8,1,NA,NA
15,net,winter,2004,2,11,6,Útflói,1,5,NA,NA,NA
29,net,winter,2004,2,11,6,Bjargarslóð,2,3,5,NA,NA
15,net,winter,2004,2,12,7,Útflói,1,5,NA,NA,NA
10,net,winter,2004,2,12,7,Syðriflói,2,2,NA,NA,NA
15,net,winter,2004,2,13,7,Útflói,1,5,18,16,NA
29,net,winter,2004,2,13,7,Bjargarslóð,2,3,3,NA,NA
15,net,winter,2004,2,14,7,Útflói,1,5,NA,NA,NA
15,net,winter,2004,2,15,7,Útflói,1,5,19,8,NA
27,net,winter,2004,2,15,7,Ytriflói,1,20,3,NA,NA
10,net,winter,2004,2,15,7,Syðriflói,2,2,1,NA,NA
29,net,winter,2004,2,15,7,Bjargarslóð,2,3,2,NA,NA
35,net,winter,2004,2,15,7,Vörðuholt,2,2,1,NA,NA
15,net,winter,2004,2,16,7,Útflói,1,5,6,6,NA
31,net,winter,2004,2,16,7,Stórhólsgrunn,1,6,NA,25,NA
10,net,winter,2004,2,16,7,Syðriflói,2,2,2,NA,NA
15,net,winter,2004,2,17,7,Útflói,1,5,18,7,NA
10,net,winter,2004,2,17,7,Syðriflói,2,3,3,NA,NA
29,net,winter,2004,2,17,7,Bjargarslóð,2,3,2,NA,NA
35,net,winter,2004,2,17,7,Vörðuholt,2,2,1,NA,NA
15,net,winter,2004,2,18,7,Útflói,1,5,NA,NA,NA
15,net,winter,2004,2,19,8,Útflói,1,5,NA,NA,NA
31,net,winter,2004,2,19,8,Stórhólsgrunn,1,6,NA,6,NA
10,net,winter,2004,2,19,8,Syðriflói,2,6,2,1,NA
29,net,winter,2004,2,19,8,Bjargarslóð,2,3,3,NA,NA
35,net,winter,2004,2,19,8,Vörðuholt,2,2,2,NA,NA
15,net,winter,2004,2,20,8,Útflói,1,5,25,9,NA
10,net,winter,2004,2,20,8,Syðriflói,2,3,1,NA,NA
15,net,winter,2004,2,21,8,Útflói,1,5,15,5,NA
29,net,winter,2004,2,21,8,Bjargarslóð,2,3,5,NA,NA
35,net,winter,2004,2,21,8,Vörðuholt,2,2,1,NA,NA
15,net,winter,2004,2,22,8,Útflói,1,5,18,4,NA
10,net,winter,2004,2,22,8,Syðriflói,2,6,6,NA,NA
29,net,winter,2004,2,22,8,Bjargarslóð,2,4,NA,NA,NA
15,net,winter,2004,2,23,8,Útflói,1,5,NA,NA,NA
35,net,winter,2004,2,23,8,Vörðuholt,2,2,2,1,NA
15,net,winter,2004,2,24,8,Útflói,1,5,20,8,NA
10,net,winter,2004,2,24,8,Syðriflói,2,6,8,6,NA
29,net,winter,2004,2,24,8,Bjargarslóð,2,4,7,NA,NA
15,net,winter,2004,2,25,8,Útflói,1,5,12,2,NA
15,net,winter,2004,2,26,9,Útflói,1,5,9,7,NA
29,net,winter,2004,2,26,9,Bjargarslóð,2,4,13,NA,NA
15,net,winter,2004,2,27,9,Útflói,1,5,15,5,NA
15,net,winter,2004,2,28,9,Útflói,1,5,10,1,NA
29,net,winter,2004,2,28,9,Bjargarslóð,2,4,6,NA,NA
31,net,winter,2004,2,28,9,Framflói,2,4,2,NA,NA
10,net,winter,2004,2,29,9,Syðriflói,2,5,3,NA,NA
10,net,winter,2004,2,30,9,Syðriflói,2,4,1,9,NA
15,net,winter,2004,3,1,9,Útflói,1,5,4,2,NA
29,net,winter,2004,3,1,9,Bjargarslóð,2,7,2,NA,NA
31,net,winter,2004,3,1,9,Framflói,2,4,1,NA,NA
15,net,winter,2004,3,2,9,Útflói,1,5,2,NA,NA
31,net,winter,2004,3,2,9,Framflói,2,8,4,NA,NA
15,net,winter,2004,3,3,9,Útflói,1,5,NA,NA,NA
29,net,winter,2004,3,3,9,Bjargarslóð,2,7,2,NA,NA
35,net,winter,2004,3,3,9,Vörðuholt,2,2,1,1,NA
15,net,winter,2004,3,4,9,Útflói,1,5,2,NA,NA
31,net,winter,2004,3,4,9,Framflói,2,16,7,NA,NA
15,net,winter,2004,3,5,10,Útflói,1,5,NA,NA,NA
31,net,winter,2004,3,5,10,Svínavogur,1,4,NA,5,NA
29,net,winter,2004,3,5,10,Bjargarslóð,2,7,5,NA,NA
35,net,winter,2004,3,5,10,Vörðuholt,2,2,1,NA,NA
15,net,winter,2004,3,6,10,Útflói,1,5,2,NA,NA
31,net,winter,2004,3,6,10,Framflói,2,16,5,NA,NA
29,net,winter,2004,3,7,10,Bjargarslóð,2,7,4,1,NA
31,net,winter,2004,3,7,10,Framflói,2,8,1,NA,NA
29,net,winter,2004,3,9,10,Bjargarslóð,2,7,5,NA,NA
31,net,winter,2004,3,9,10,Framflói,2,16,5,NA,NA
35,net,winter,2004,3,9,10,Langanes,2,2,1,1,NA
35,net,winter,2004,3,11,10,Langanes,2,2,1,NA,NA
29,net,winter,2004,3,13,11,Bjargarslóð,2,7,5,NA,NA
35,net,winter,2004,3,13,11,Vörðuholt,2,2,1,NA,NA
35,net,winter,2004,3,18,11,Langan/Vörðuh,2,4,5,1,NA
35,net,winter,2004,3,23,12,Vörðuholt,2,2,1,NA,NA
35,net,winter,2004,3,26,13,Vörðuholt,2,2,3,1,NA
31,net,winter,2004,3,27,13,Framflói,2,16,8,NA,NA
35,net,winter,2004,3,29,13,Vörðuholt,2,2,NA,1,NA
35,net,winter,2004,4,1,13,Vörðuholt,2,2,3,NA,NA
29,net,winter,2004,4,4,14,Álar,2,5,2,NA,NA
35,net,winter,2004,4,8,14,Vörðuholt,2,2,1,3,NA
29,net,winter,2004,4,20,16,Álar,2,8,NA,1,NA
29,net,winter,2004,4,23,17,Ytriflói,1,17,20,15,NA
29,net,winter,2004,4,26,17,Ytriflói,1,18,22,8,NA
29,net,winter,2004,4,28,17,Ytriflói,1,9,NA,6,NA
12,net,winter,2004,5,1,18,14 - 15 - 16,2,24,6,NA,NA
12,net,winter,2004,5,8,19,14 - 15 - 16,2,24,4,1,NA
27,net,winter,2004,5,16,20,Ytriflói,1,4,1,NA,NA
27,net,winter,2004,5,25,21,Ytriflói,1,4,3,NA,NA
27,net,winter,2004,5,27,21,Ytriflói,1,8,2,NA,NA
27,net,winter,2004,5,28,22,Ytriflói,1,4,3,NA,NA
27,net,winter,2004,5,29,22,Ytriflói,1,4,2,NA,NA
35,net,summer,2004,6,1,NA,Neslandavík,2,9,1,1,NA
27,net,summer,2004,6,4,NA,Ytriflói,1,4,1,NA,NA
29,net,summer,2004,6,4,NA,Ytriflói,1,18,4,NA,NA
27,net,summer,2004,6,5,NA,Ytriflói,1,4,1,NA,NA
8,net,summer,2004,6,6,NA,Syðriflói,2,10,6,NA,NA
29,net,summer,2004,6,8,NA,Ytriflói,1,18,10,NA,NA
31,net,summer,2004,6,8,NA,Útflói,1,8,2,5,NA
12,net,summer,2004,6,8,NA,N. 15 - 16,2,24,1,NA,NA
27,net,summer,2004,6,9,NA,Ytriflói,1,16,1,2,NA
29,net,summer,2004,6,9,NA,Ytriflói,1,18,4,NA,NA
31,net,summer,2004,6,9,NA,Útflói,1,8,3,2,NA
8,net,summer,2004,6,9,NA,Syðriflói,2,26,16,3,NA
29,net,summer,2004,6,10,NA,Ytriflói,1,18,9,NA,NA
35,net,summer,2004,6,10,NA,Neslandavík,2,9,NA,2,NA
29,net,summer,2004,6,11,NA,Ytriflói,1,18,9,NA,NA
8,net,summer,2004,6,11,NA,Syðriflói,2,26,18,2,NA
15,net,summer,2004,6,12,NA,Útflói,1,10,9,2,NA
29,net,summer,2004,6,12,NA,Ytriflói,1,18,1,NA,NA
8,net,summer,2004,6,12,NA,Syðriflói,2,26,28,NA,NA
15,net,summer,2004,6,13,NA,Ytriflói,1,10,6,NA,NA
8,net,summer,2004,6,13,NA,Syðriflói,2,26,7,3,NA
31,net,summer,2004,6,14,NA,Útflói,1,8,8,1,NA
8,net,summer,2004,6,14,NA,Syðriflói,2,26,3,NA,NA
15,net,summer,2004,6,19,NA,Ytriflói,1,10,9,NA,NA
29,net,summer,2004,6,19,NA,Syðriflói,2,18,10,2,NA
15,net,summer,2004,6,20,NA,Ytriflói,1,10,7,NA,NA
8,net,summer,2004,6,20,NA,Syðriflói,2,10,2,NA,NA
12,net,summer,2004,6,20,NA,O. 15 - 14,2,18,8,NA,NA
15,net,summer,2004,6,21,NA,Ytriflói,1,10,16,3,NA
12,net,summer,2004,6,21,NA,O. 15 - 14,2,18,4,1,NA
15,net,summer,2004,6,22,NA,Ytriflói,1,10,5,NA,NA
15,net,summer,2004,6,23,NA,Ytriflói,1,10,8,NA,NA
29,net,summer,2004,6,26,NA,Ytriflói,1,18,3,3,NA
35,net,summer,2004,6,29,NA,Neslandavík,2,9,NA,1,NA
15,net,summer,2004,7,1,NA,Ytriflói,1,10,9,NA,NA
15,net,summer,2004,7,2,NA,Ytriflói,1,10,3,NA,NA
29,net,summer,2004,7,2,NA,Neslandavík,2,18,3,8,NA
15,net,summer,2004,7,3,NA,Ytriflói,1,10,2,NA,NA
12,net,summer,2004,7,3,NA,O. 14 N. 15,2,24,17,NA,NA
29,net,summer,2004,7,3,NA,Bekraflói,2,18,9,NA,NA
15,net,summer,2004,7,4,NA,Ytriflói,1,10,14,7,NA
12,net,summer,2004,7,4,NA,O. 14 N. 15,2,24,8,1,NA
15,net,summer,2004,7,5,NA,Ytriflói,1,10,8,4,NA
15,net,summer,2004,7,6,NA,Ytriflói,1,10,6,3,NA
27,net,summer,2004,7,6,NA,Ytriflói,1,4,3,NA,NA
8,net,summer,2004,7,6,NA,Syðriflói,2,26,8,NA,NA
12,net,summer,2004,7,6,NA,O. 14 N. 15,2,24,12,1,NA
15,net,summer,2004,7,7,NA,Ytriflói,1,10,NA,NA,NA
8,net,summer,2004,7,7,NA,Syðriflói,2,26,18,1,NA
12,net,summer,2004,7,7,NA,O. 14 N. 15,2,24,4,6,NA
8,net,summer,2004,7,8,NA,Syðriflói,2,26,3,NA,NA
27,net,summer,2004,7,9,NA,Ytriflói,1,12,1,NA,NA
8,net,summer,2004,7,9,NA,Syðriflói,2,26,13,2,NA
12,net,summer,2004,7,9,NA,O. 14 N. 15,2,24,10,7,NA
27,net,summer,2004,7,10,NA,Ytriflói,1,4,4,NA,NA
8,net,summer,2004,7,10,NA,Syðriflói,2,26,21,1,NA
12,net,summer,2004,7,10,NA,O. 14 N. 15,2,24,6,1,NA
27,net,summer,2004,7,11,NA,Ytriflói,1,4,3,5,NA
8,net,summer,2004,7,11,NA,Syðriflói,2,26,11,2,NA
8,net,summer,2004,7,12,NA,Syðriflói,2,26,27,2,NA
8,net,summer,2004,7,14,NA,Syðriflói,2,26,11,11,NA
27,net,summer,2004,7,15,NA,Ytriflói,1,16,1,3,NA
31,net,summer,2004,7,15,NA,Útflói,1,8,NA,5,NA
8,net,summer,2004,7,15,NA,Syðriflói,2,26,10,2,NA
31,net,summer,2004,7,16,NA,Útflói,1,8,NA,10,NA
8,net,summer,2004,7,17,NA,Syðriflói,2,26,5,5,NA
8,net,summer,2004,7,19,NA,Syðriflói,2,26,4,14,NA
8,net,summer,2004,7,21,NA,Syðriflói,2,26,6,8,NA
31,net,summer,2004,7,24,NA,Útflói,1,10,2,8,NA
8,net,summer,2004,7,24,NA,Syðriflói,2,26,10,6,NA
8,net,summer,2004,7,25,NA,Syðriflói,2,26,13,4,NA
8,net,summer,2004,7,26,NA,Syðriflói,2,26,15,3,NA
8,net,summer,2004,7,28,NA,Syðriflói,2,15,5,10,NA
31,net,summer,2004,8,1,NA,Útflói,1,10,NA,NA,NA
31,net,summer,2004,8,3,NA,Útflói,1,10,1,9,NA
8,net,summer,2004,8,3,NA,Syðriflói,2,26,7,3,NA
27,net,summer,2004,8,4,NA,Ytriflói,1,4,4,4,NA
8,net,summer,2004,8,4,NA,Syðriflói,2,26,11,13,NA
8,net,summer,2004,8,5,NA,Syðriflói,2,26,10,7,NA
8,net,summer,2004,8,8,NA,Syðriflói,2,26,12,5,NA
31,net,summer,2004,8,10,NA,Útflói,1,10,1,20,NA
8,net,summer,2004,8,10,NA,Syðriflói,2,26,20,6,NA
31,net,summer,2004,8,11,NA,Útflói,1,12,3,17,NA
8,net,summer,2004,8,11,NA,Syðriflói,2,26,25,NA,NA
31,net,summer,2004,8,12,NA,Útflói,1,12,3,12,NA
8,net,summer,2004,8,12,NA,Syðriflói,2,26,18,10,NA
15,net,summer,2004,8,13,NA,Ytriflói,1,10,16,4,NA
31,net,summer,2004,8,13,NA,Útflói,1,12,1,12,NA
8,net,summer,2004,8,13,NA,Syðriflói,2,26,20,12,NA
15,net,summer,2004,8,14,NA,Ytriflói,1,10,20,3,NA
8,net,summer,2004,8,14,NA,Syðriflói,2,26,6,9,NA
35,net,summer,2004,8,14,NA,Langanes,2,9,3,12,NA
15,net,summer,2004,8,15,NA,Ytriflói,1,10,5,1,NA
31,net,summer,2004,8,15,NA,Útflói,1,12,2,22,NA
8,net,summer,2004,8,15,NA,Syðriflói,2,26,12,6,NA
31,net,summer,2004,8,16,NA,Útflói,1,12,NA,12,NA
8,net,summer,2004,8,16,NA,Syðriflói,2,26,11,4,NA
29,net,summer,2004,8,16,NA,Stekkjarnes,2,18,NA,5,NA
27,net,summer,2004,8,17,NA,Ytriflói,1,4,2,1,NA
31,net,summer,2004,8,17,NA,Útflói,1,12,3,15,NA
8,net,summer,2004,8,17,NA,Syðriflói,2,26,15,20,NA
15,net,summer,2004,8,18,NA,Ytriflói,1,10,4,NA,NA
31,net,summer,2004,8,18,NA,Útflói,1,12,NA,13,NA
8,net,summer,2004,8,18,NA,Syðriflói,2,26,15,11,NA
15,net,summer,2004,8,19,NA,Ytriflói,1,10,2,NA,NA
27,net,summer,2004,8,19,NA,Ytriflói,1,8,2,2,NA
8,net,summer,2004,8,19,NA,Syðriflói,2,26,17,7,NA
31,net,summer,2004,8,22,NA,Útflói,1,12,NA,30,NA
29,net,summer,2004,8,22,NA,Stekkjarnes,2,18,NA,9,NA
27,net,summer,2004,8,23,NA,Ytriflói,1,16,2,NA,NA
27,net,summer,2004,8,24,NA,Ytriflói,1,4,NA,1,NA
31,net,summer,2004,8,24,NA,Útflói,1,12,NA,17,NA
8,net,summer,2004,8,24,NA,Syðriflói,2,26,35,7,NA
12,net,summer,2004,8,24,NA,O. 13 - 14,2,24,4,3,NA
8,net,summer,2004,8,25,NA,Syðriflói,2,26,13,12,NA
31,net,summer,2004,8,26,NA,Útflói,1,12,NA,12,NA
29,net,summer,2004,8,27,NA,Stekkjarnes,2,18,11,36,NA
12,net,summer,2004,8,28,NA,O. 13 - 14,2,24,7,NA,NA
29,net,summer,2004,8,28,NA,Stekkjarnes,2,18,1,5,NA
31,net,summer,2004,9,4,NA,Útflói,1,12,3,12,NA
29,net,summer,2004,9,4,NA,Stekkjarnes/Ála,2,18,8,14,NA
31,net,summer,2004,9,5,NA,Útflói,1,12,1,11,NA
8,net,summer,2004,9,5,NA,Syðriflói,2,26,13,25,NA
29,net,summer,2004,9,5,NA,Stekkjarnes/Ála,2,18,8,6,NA
8,net,summer,2004,9,6,NA,Syðriflói,2,26,5,10,NA
31,net,summer,2004,9,7,NA,Útflói,1,12,4,16,NA
31,net,summer,2004,9,9,NA,Útflói,1,12,NA,20,NA
29,net,summer,2004,9,10,NA,Stekkjarnes/Ála,2,18,4,6,NA
27,net,summer,2004,9,11,NA,Ytriflói,1,4,5,NA,NA
31,net,summer,2004,9,11,NA,Útflói,1,12,NA,12,NA
27,net,summer,2004,9,13,NA,Ytriflói,1,8,5,1,NA
29,net,summer,2004,9,14,NA,Stekkjarnes/Ála,2,18,6,16,NA
27,net,summer,2004,9,15,NA,Ytriflói,1,8,2,1,NA
8,net,summer,2004,9,15,NA,Syðriflói,2,26,18,20,NA
12,net,summer,2004,9,15,NA,O. 12 - 13 - 14,2,24,15,5,NA
29,net,summer,2004,9,15,NA,Stekkjarnes/Ála,2,18,12,14,NA
31,net,summer,2004,9,15,NA,Framflói,2,12,7,13,NA
12,net,summer,2004,9,18,NA,O. 14  N. 15,2,24,1,1,NA
29,net,summer,2004,9,19,NA,Stekkjarnes/Ála,2,18,9,18,NA
29,net,summer,2004,9,20,NA,Stekkjarnes/Ála,2,18,10,NA,NA
15,net,summer,2004,9,22,NA,Ytriflói,1,10,3,NA,NA
35,net,summer,2004,9,22,NA,Neslandavík,2,9,4,12,NA
15,net,summer,2004,9,23,NA,Ytriflói,1,10,5,NA,NA
15,net,summer,2004,9,24,NA,Ytriflói,1,10,2,NA,NA
12,net,summer,2004,9,24,NA,M.15. N.15 O.14,2,24,8,4,NA
29,net,summer,2004,9,25,NA,Stekkjarnes/Ála,2,18,2,2,NA
29,net,summer,2004,9,26,NA,Stekkjarnes/Ála,2,18,4,17,NA
29,net,summer,2005,6,10,NA,Ytriflói,1,18,8,12,NA
27,net,summer,2005,6,10,NA,Ytriflói,1,7,7,NA,NA
13,net,summer,2005,6,10,NA,Ytriflói,1,6,3,NA,NA
25,net,summer,2005,6,10,NA,Syðriflói,2,26,6,NA,NA
29,net,summer,2005,6,11,NA,Ytriflói,1,18,6,8,NA
27,net,summer,2005,6,11,NA,Ytriflói,1,7,14,2,NA
13,net,summer,2005,6,11,NA,Ytriflói,1,6,11,NA,NA
10,net,summer,2005,6,11,NA,Syðriflói,2,5,4,2,NA
12,net,summer,2005,6,11,NA,Syðriflói,2,24,12,9,NA
25,net,summer,2005,6,11,NA,Syðriflói,2,26,9,NA,NA
27,net,summer,2005,6,17,NA,Ytriflói,1,7,9,2,NA
8,net,summer,2005,6,17,NA,Syðriflói,2,26,13,6,NA
29,net,summer,2005,6,17,NA,Álar,2,18,6,9,NA
27,net,summer,2005,6,18,NA,Ytriflói,1,7,13,1,NA
13,net,summer,2005,6,18,NA,Ytriflói,1,8,12,NA,NA
8,net,summer,2005,6,18,NA,Syðriflói,2,26,22,4,NA
10,net,summer,2005,6,18,NA,Syðriflói,2,5,3,4,NA
29,net,summer,2005,6,18,NA,Álar,2,18,4,3,NA
12,net,summer,2005,6,18,NA,Syðriflói,2,24,4,25,NA
27,net,summer,2005,6,24,NA,Ytriflói,1,7,4,NA,NA
13,net,summer,2005,6,24,NA,Ytriflói,1,4,2,NA,NA
8,net,summer,2005,6,24,NA,Syðriflói,2,26,24,4,NA
10,net,summer,2005,6,24,NA,Syðriflói,2,5,12,2,NA
29,net,summer,2005,6,24,NA,Syðriflói,2,18,19,NA,NA
25,net,summer,2005,6,24,NA,Syðriflói,2,26,4,2,NA
27,net,summer,2005,6,25,NA,Ytriflói,1,7,4,8,NA
13,net,summer,2005,6,25,NA,Ytriflói,1,8,10,1,NA
8,net,summer,2005,6,25,NA,Syðriflói,2,26,11,NA,NA
29,net,summer,2005,6,25,NA,Syðriflói,2,18,9,NA,NA
12,net,summer,2005,6,25,NA,Syðriflói,2,24,3,2,NA
25,net,summer,2005,6,25,NA,Syðriflói,2,26,12,2,NA
27,net,summer,2005,7,1,NA,Ytriflói,1,7,6,1,NA
27,net,summer,2005,7,2,NA,Ytriflói,1,7,4,1,NA
8,net,summer,2005,7,7,NA,Syðriflói,2,13,7,NA,NA
29,net,summer,2005,7,7,NA,Syðriflói,2,18,1,2,NA
10,net,summer,2005,7,8,NA,Syðriflói,2,5,8,9,NA
29,net,summer,2005,7,8,NA,Syðriflói,2,18,7,NA,NA
27,net,summer,2005,7,15,NA,Ytriflói,1,7,7,6,NA
13,net,summer,2005,7,15,NA,Ytriflói,1,6,6,NA,NA
8,net,summer,2005,7,15,NA,Syðriflói,2,26,48,18,NA
10,net,summer,2005,7,15,NA,Syðriflói,2,5,2,2,NA
29,net,summer,2005,7,15,NA,Syðriflói,2,18,4,5,NA
12,net,summer,2005,7,15,NA,Syðriflói,2,24,24,6,NA
25,net,summer,2005,7,15,NA,Syðriflói,2,26,9,6,NA
13,net,summer,2005,7,16,NA,Ytriflói,1,6,2,NA,NA
8,net,summer,2005,7,16,NA,Syðriflói,2,26,54,3,NA
29,net,summer,2005,7,16,NA,Syðriflói,2,18,6,NA,NA
12,net,summer,2005,7,16,NA,Syðriflói,2,24,9,1,NA
25,net,summer,2005,7,16,NA,Syðriflói,2,26,10,3,NA
27,net,summer,2005,7,22,NA,Ytriflói,1,7,1,2,NA
13,net,summer,2005,7,22,NA,Ytriflói,1,6,7,NA,NA
8,net,summer,2005,7,22,NA,Syðriflói,2,26,44,4,NA
10,net,summer,2005,7,22,NA,Syðriflói,2,5,1,6,NA
29,net,summer,2005,7,22,NA,Syðriflói,2,18,12,6,NA
25,net,summer,2005,7,22,NA,Syðriflói,2,26,24,6,NA
13,net,summer,2005,7,23,NA,Ytriflói,1,6,7,NA,NA
8,net,summer,2005,7,23,NA,Syðriflói,2,26,72,9,NA
29,net,summer,2005,7,23,NA,Syðriflói,2,18,6,1,NA
13,net,summer,2005,7,29,NA,Ytriflói,1,6,3,NA,NA
8,net,summer,2005,7,29,NA,Syðriflói,2,26,120,41,NA
29,net,summer,2005,7,29,NA,Syðriflói,2,18,9,8,NA
12,net,summer,2005,7,29,NA,Syðriflói,2,24,12,2,NA
25,net,summer,2005,7,29,NA,Syðriflói,2,26,36,8,NA
13,net,summer,2005,7,30,NA,Ytriflói,1,6,8,NA,NA
8,net,summer,2005,7,30,NA,Syðriflói,2,26,47,21,NA
29,net,summer,2005,7,30,NA,Syðriflói,2,18,8,7,NA
12,net,summer,2005,7,30,NA,Syðriflói,2,24,5,2,NA
25,net,summer,2005,7,30,NA,Syðriflói,2,26,11,3,NA
27,net,summer,2005,8,5,NA,Ytriflói,1,7,4,2,NA
8,net,summer,2005,8,5,NA,Syðriflói,2,26,74,14,NA
29,net,summer,2005,8,5,NA,Syðriflói,2,18,4,15,NA
27,net,summer,2005,8,6,NA,Ytriflói,1,7,7,17,NA
8,net,summer,2005,8,6,NA,Syðriflói,2,26,73,NA,NA
10,net,summer,2005,8,6,NA,Syðriflói,2,5,2,2,NA
29,net,summer,2005,8,6,NA,Syðriflói,2,18,4,15,NA
29,net,summer,2005,8,12,NA,Syðriflói,2,18,22,6,NA
25,net,summer,2005,8,12,NA,Syðriflói,2,26,15,7,NA
27,net,summer,2005,8,13,NA,Ytriflói,1,7,1,1,NA
29,net,summer,2005,8,13,NA,Syðriflói,2,18,4,2,NA
12,net,summer,2005,8,13,NA,Syðriflói,2,24,10,1,NA
25,net,summer,2005,8,13,NA,Syðriflói,2,26,8,2,NA
8,net,summer,2005,8,14,NA,Syðriflói,2,26,14,NA,NA
8,net,summer,2005,8,15,NA,Syðriflói,2,26,16,19,NA
12,net,summer,2005,8,19,NA,Syðriflói,2,24,5,3,NA
25,net,summer,2005,8,19,NA,Syðriflói,2,26,8,3,NA
29,net,summer,2005,8,20,NA,Syðriflói,2,18,14,5,NA
8,net,winter,2005,3,16,11,Hrúteyjarnes,2,12,12,NA,NA
31,net,winter,2005,3,16,11,Syðriflói,2,4,2,NA,NA
25,net,winter,2005,3,16,11,Syðriflói,2,10,4,NA,NA
8,net,winter,2005,3,17,11,Hrúteyjarnes,2,12,10,NA,NA
15,net,winter,2005,3,17,11,Mývatn,1,9,8,1,NA
25,net,winter,2005,3,17,11,Syðriflói,2,10,5,NA,NA
6,net,winter,2005,3,18,11,Austan Hraunta,1,2,3,NA,NA
13,net,winter,2005,3,18,11,S.A. Langagrun,1,2,4,1,NA
27,net,winter,2005,3,18,11,Ytriflói,1,2,1,NA,NA
8,net,winter,2005,3,18,11,Hrúteyjarnes,2,12,9,NA,NA
29,net,winter,2005,3,18,11,Syðriflói,2,5,10,NA,NA
25,net,winter,2005,3,18,11,Syðriflói,2,10,3,NA,NA
15,net,winter,2005,3,19,12,Mývatn,1,9,10,4,NA
13,net,winter,2005,3,19,12,S.A. Langagrun,1,2,1,NA,NA
8,net,winter,2005,3,19,12,Hrúteyjarnes,2,12,5,2,NA
31,net,winter,2005,3,19,12,Syðriflói,2,12,8,1,NA
25,net,winter,2005,3,19,12,Syðriflói,2,8,3,NA,NA
15,net,winter,2005,3,20,12,Mývatn,1,9,11,1,NA
6,net,winter,2005,3,20,12,Austan Hraunta,1,4,7,NA,NA
13,net,winter,2005,3,20,12,S.A. Langagrun,1,2,NA,NA,NA
27,net,winter,2005,3,20,12,Ytriflói,1,2,3,NA,NA
25,net,winter,2005,3,20,12,Syðriflói,2,8,2,NA,NA
15,net,winter,2005,3,21,12,Mývatn,1,8,3,1,NA
6,net,winter,2005,3,21,12,Austan Hraunta,1,2,3,NA,NA
13,net,winter,2005,3,21,12,S.A. Langagrun,1,3,NA,NA,NA
27,net,winter,2005,3,21,12,Ytriflói,1,2,1,NA,NA
8,net,winter,2005,3,21,12,Hrúteyjarnes,2,24,9,1,NA
15,net,winter,2005,3,22,12,Mývatn,1,8,10,NA,NA
6,net,winter,2005,3,22,12,Austan Hraunta,1,2,1,NA,NA
13,net,winter,2005,3,22,12,S.A. Langagrun,1,3,3,NA,NA
8,net,winter,2005,3,22,12,Hrúteyjarnes,2,12,5,NA,NA
31,net,winter,2005,3,22,12,Syðriflói,2,12,3,1,NA
